Sample Index	EXG Channel 0	EXG Channel 1	EXG Channel 2	EXG Channel 3	Accel Channel 0	Accel Channel 1	Accel Channel 2	Other	Other.1	Other.2	Other.3	Other.4	Timestamp	Marker Channel	Timestamp (Formatted)
92.0	-15.924494011327624	-585.7711803098209	18.091766035649925	-148.21036529401317	0.0	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057037.748772	1.0	 2025-02-20 13:10:37.748
33.0	607.4644700028002	338.3655785410665	12.689480549655856	-152.49442069325596	0.0	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057039.1589775	1.0	 2025-02-20 13:10:39.158
7.0	54.26033850712702	-126.20853385468943	16.76036165142432	-222.71852216124532	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057041.918687	1.0	 2025-02-20 13:10:41.918
45.0	-674.9434849033132	-659.0526499915868	9.099176592193544	-68.48317803861573	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057045.3088431	1.0	 2025-02-20 13:10:45.308
17.0	-390.2286411765963	-584.0190371805802	9.877075782977045	573.7118729026988	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057049.0586543	1.0	 2025-02-20 13:10:49.058
28.0	342.93947618687525	1360.007139086723	7.25540591403842	-282.2371600060724	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057052.1787927	6.0	 2025-02-20 13:10:52.178
15.0	111.59674472780898	-317.9101957334205	7.363863012753427	-225.36824127985165	0.0	0.0	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057055.058833	6.0	 2025-02-20 13:10:55.058
69.0	-1.3987225834280252	-377.3577754790895	7.074020766187459	235.40052291098985	0.0	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057057.608852	6.0	 2025-02-20 13:10:57.608
58.0	593.5632618675008	633.445554994978	7.780861857812852	-229.717744928319	0.0	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057060.5185597	1.0	 2025-02-20 13:11:00.518
65.0	-51.44045394053683	-236.5598918972537	10.954166970215738	175.79773731715977	0.0	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057067.6289496	2.0	 2025-02-20 13:11:07.628
45.0	-501.7244086056016	-987.038136205636	7.304024613462388	205.87588271079585	0.0	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057071.438686	3.0	 2025-02-20 13:11:11.438
17.0	-412.0827465676703	-532.2438621940091	8.506402449216694	295.7868175455369	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057075.1886945	1.0	 2025-02-20 13:11:15.188
63.0	454.7344356123358	292.98937237868086	10.666194673627617	-353.2148513151333	0.0	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057077.649128	2.0	 2025-02-20 13:11:17.649
16.0	245.5150823411532	-274.9237856427208	7.511589061003178	186.63783733872697	0.0	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057082.208958	3.0	 2025-02-20 13:11:22.208
57.0	442.5292721069418	241.1319195930846	15.832866462413222	-328.2828082605265	-0.0160000007599592	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057089.6488118	2.0	 2025-02-20 13:11:29.648
46.0	-51.15435159392655	-246.54168487899005	12.786717948503792	-248.44529395643625	0.0	0.0	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057092.5591063	1.0	 2025-02-20 13:11:32.559
51.0	-425.4921578587964	-472.05391230713576	6.845886868890375	302.35221191775054	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057095.618804	1.0	 2025-02-20 13:11:35.618
31.0	213.09388962527737	-206.2741820560768	7.792081557679921	-305.5610460797325	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057100.4494493	3.0	 2025-02-20 13:11:40.449
75.0	285.0495647727512	49.70514036109671	17.3419160945341	-495.32730973139405	0.0	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057105.9090517	2.0	 2025-02-20 13:11:45.909
1.0	612.1356050474569	232.06640210049227	17.65232779085636	-157.66109248204157	0.0	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057110.199044	3.0	 2025-02-20 13:11:50.199
35.0	529.3697490780614	380.5011613918469	16.672474002465606	-389.6957054329105	-0.0160000007599592	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057113.558894	2.0	 2025-02-20 13:11:53.558
22.0	-50.35214305343106	-266.4136432935484	12.304270854219794	-249.96369333844632	0.0	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057116.439189	1.0	 2025-02-20 13:11:56.439
80.0	-141.6468408717774	363.4322579940781	7.876229306682944	-237.5621850853786	-0.0160000007599592	-0.0160000007599592	0.9920000471174716	0.0	0.0	0.0	0.0	0.0	1740057118.0288415	3.0	 2025-02-20 13:11:58.028
64.0	446.26356221269816	287.7460326408036	7.04410156654194	-345.6864327043295	-0.0160000007599592	-0.0160000007599592	1.008000047877431	0.0	0.0	0.0	0.0	0.0	1740057120.878934	2.0	 2025-02-20 13:12:00.878
