%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionNative
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Marker Channel, Timestamp (Formatted)
0.0, 98.23034228617325, -58.79870710335672, 10.013582131359726, -24.264470912516117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000292673E9, 0.0, 2025-02-25 11:51:40.029
1.0, -136.6391148311086, -192.36549412086606, 13.805840686429292, -246.49680607952178, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000294335E9, 0.0, 2025-02-25 11:51:40.029
1.0, -322.95532077364624, -418.5976522904821, 12.220123105216771, -412.46047646319494, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000295353E9, 0.0, 2025-02-25 11:51:40.029
2.0, -556.6897182543762, -269.64491685526446, 15.11106577096507, -183.37664457736537, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000591233E9, 0.0, 2025-02-25 11:51:40.059
2.0, -364.1017000861466, -32.27159671764821, 14.763255075085908, -0.5273258937522769, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740484300059204E9, 0.0, 2025-02-25 11:51:40.059
3.0, -141.73285857075825, -190.61896084155887, 14.415444379206747, 234.54969567107037, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000594456E9, 0.0, 2025-02-25 11:51:40.059
3.0, -356.4648243766278, 29.163739854469895, 12.504355501849204, 22.779730630107224, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000594976E9, 0.0, 2025-02-25 11:51:40.059
4.0, -117.60489400662482, 176.43726020958275, 13.671204288024455, 254.12994188908488, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000610454E9, 0.0, 2025-02-25 11:51:40.061
4.0, 72.88504028646275, 413.2570751537569, 16.64816465275362, 428.01472037890926, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000611477E9, 0.0, 2025-02-25 11:51:40.061
5.0, 306.98594796285033, 259.45368947600946, 9.85276643326506, 184.67438986198977, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740484300061242E9, 0.0, 2025-02-25 11:51:40.061
5.0, 96.42771050753072, 498.35475874552503, 9.273081940133125, -5.826764130964875, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000613227E9, 0.0, 2025-02-25 11:51:40.061
6.0, -135.01038840040565, 660.1129116290249, 14.078853383194655, 237.60706388484687, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000891497E9, 0.0, 2025-02-25 11:51:40.089
6.0, 71.16842620680109, 416.57436641445383, 14.228449381422251, 427.9548819796182, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000893629E9, 0.0, 2025-02-25 11:51:40.089
7.0, 304.13240429665893, 254.77881453139707, 16.098399359267205, 672.2283175354823, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000894501E9, 0.0, 2025-02-25 11:51:40.089
7.0, 94.8045939267613, 495.96870257379487, 9.05242784274742, 487.3594528757967, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843000895288E9, 0.0, 2025-02-25 11:51:40.089
8.0, -137.4749824712053, 652.4498566198163, 10.054721030872315, 726.3390600443818, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7404843001189382E9, 0.0, 2025-02-25 11:51:40.118
