0.000000	5.707087	1663.812302	8.220300	-681.647256	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.237828	0.000000
1.000000	7.577037	1694.576719	11.885402	-684.136159	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.238088	0.000000
1.000000	12.599723	1867.283429	10.935467	-491.392935	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.238127	0.000000
2.000000	9.061778	1674.848747	15.494406	-536.634505	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.267320	0.000000
2.000000	1.331404	1705.908616	13.901208	-725.708887	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.267354	0.000000
3.000000	7.644356	1693.664184	11.425394	-703.643477	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.267685	0.000000
3.000000	12.577284	1910.610170	13.624456	-508.372081	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.267700	0.000000
4.000000	6.944994	1712.662875	11.601170	-543.818853	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.268434	0.000000
4.000000	5.232120	1722.932641	11.459053	-729.650741	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.268454	0.000000
5.000000	8.093144	1722.809224	7.251666	-703.871611	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.269216	0.000000
5.000000	12.498746	1924.709593	15.958153	-515.492850	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.269239	0.000000
6.000000	5.737007	1733.269724	5.000246	-556.930942	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.297325	0.000000
6.000000	7.491020	1722.377265	12.390289	-724.433581	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.297346	0.000000
7.000000	10.438061	1670.878843	7.595737	-687.606786	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.297983	0.000000
7.000000	11.025225	1864.921682	11.975160	-492.757998	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.297996	0.000000
8.000000	1.342624	1669.027593	15.075537	-511.341561	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.327240	0.000000
8.000000	3.893236	1673.201321	9.495606	-658.334589	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.327275	0.000000
9.000000	3.302332	1607.117289	14.518292	-641.542438	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.327737	0.000000
9.000000	14.331297	1808.441713	13.100870	-452.684970	0.000000	-0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.327757	0.000000
10.000000	9.203894	1646.371279	12.528665	-471.272273	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.328399	0.000000
10.000000	4.342024	1662.292033	10.187487	-617.315366	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.328415	0.000000
11.000000	9.028118	1586.652556	12.805417	-605.213050	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.329202	0.000000
11.000000	9.256252	1782.550386	13.314044	-430.107194	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.329228	0.000000
12.000000	2.950781	1664.689309	16.051651	-464.521754	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.357706	0.000000
12.000000	4.891789	1635.770532	9.263732	-601.607787	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.357821	0.000000
13.000000	10.636275	1507.712618	10.153828	-561.482400	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.358490	0.000000
13.000000	12.109796	1744.079905	14.312597	-369.143085	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.358507	0.000000
14.000000	10.625056	1609.445376	7.176868	-385.501408	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.387418	0.000000
14.000000	9.413328	1570.327893	11.455314	-539.360892	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.387453	0.000000
15.000000	7.434921	1455.479305	12.876476	-497.952720	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.387790	0.000000
15.000000	12.760539	1678.098720	13.893728	-330.820330	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.387811	0.000000
16.000000	6.933775	1547.484584	12.887695	-365.908072	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.388346	0.000000
16.000000	6.829057	1530.331533	9.929434	-502.074089	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.388372	0.000000
17.000000	4.951628	1410.482699	10.763432	-472.199768	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.389241	0.000000
17.000000	12.450127	1649.086446	13.508519	-309.297206	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.389260	0.000000
18.000000	5.247080	1533.645084	10.479200	-320.995613	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.417177	0.000000
18.000000	1.828811	1512.965307	12.547364	-469.099391	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.417203	0.000000
19.000000	7.165648	1354.703961	10.378222	-435.608587	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.417848	0.000000
19.000000	14.884802	1112.736174	16.092790	-287.729203	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.417860	0.000000
20.000000	7.008573	1043.131026	11.900362	-340.458053	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.447353	0.000000
20.000000	4.555198	1015.625931	13.127049	-483.172635	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.447388	0.000000
21.000000	3.627703	850.733742	13.168188	-449.913705	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.447794	0.000000
21.000000	10.509119	615.497775	17.798184	-274.261823	0.000000	-0.016000	1.008000	0.000000	0.000000	0.000000	0.000000	0.000000	1739879762.447819	0.000000
