%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionNative
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Marker Channel, Timestamp (Formatted)
0.0, 441.6279562176205, 216.5140281347558, 11.470273164100945, -98.20790288643911, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581355650878E9, 0.0, 2025-02-20 13:28:55.565
1.0, 390.37636722484604, 156.05480545107275, 10.681154273450375, 106.39454388944432, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740058135565827E9, 0.0, 2025-02-20 13:28:55.565
1.0, 567.9150279713795, 347.1019848375581, 15.060577121563256, 127.44270084006712, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740058135565927E9, 0.0, 2025-02-20 13:28:55.565
2.0, 622.4165900256485, 402.4263248820789, 13.70299343764782, -74.10798757197335, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740058135595543E9, 0.0, 2025-02-20 13:28:55.595
2.0, 445.80542446812615, 214.77871455531567, 17.211019596084952, -99.21019607456401, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581355958822E9, 0.0, 2025-02-20 13:28:55.595
3.0, 380.7461248389445, 149.83909172471613, 15.30741051863879, 111.0357597344555, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740058135596002E9, 0.0, 2025-02-20 13:28:55.596
3.0, 565.4504339005798, 341.83620569994673, 14.312597130425274, 130.84600979974493, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581355960624E9, 0.0, 2025-02-20 13:28:55.596
4.0, 617.5995988827199, 405.8333737417124, 12.10605615656823, -81.19883788796142, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581355962667E9, 0.0, 2025-02-20 13:28:55.596
4.0, 441.25396622205153, 210.07018051110208, 13.198106943629682, -95.59371281741187, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581355963364E9, 0.0, 2025-02-20 13:28:55.596
5.0, 380.8209228380583, 150.02234682254493, 16.391981505788863, 108.61978436307982, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581355969408E9, 0.0, 2025-02-20 13:28:55.596
5.0, 567.8402299722657, 345.31431265873834, 13.957306634634733, 124.0767908799462, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581355969915E9, 0.0, 2025-02-20 13:28:55.596
6.0, 624.9223229959607, 407.6995838196017, 11.930280858650804, -90.34289327962324, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356254919E9, 0.0, 2025-02-20 13:28:55.625
6.0, 439.20824094628915, 210.8742590015754, 10.636275473982096, -108.46270856494084, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356256187E9, 0.0, 2025-02-20 13:28:55.625
7.0, 379.7550513506867, 147.09774505719543, 13.602016138844192, 103.23806832684204, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356258235E9, 0.0, 2025-02-20 13:28:55.625
7.0, 568.1095027690753, 340.72545541310683, 17.23719889577478, 113.85190440109, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356258736E9, 0.0, 2025-02-20 13:28:55.625
8.0, 629.3316650437191, 400.7545896018855, 9.873335883021355, -98.53327418258414, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356548789E9, 0.0, 2025-02-20 13:28:55.654
8.0, 433.8265249100514, 209.18008432164788, 13.037291245535016, -108.96759505895898, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356550364E9, 0.0, 2025-02-20 13:28:55.655
9.0, 380.3870944431983, 142.3667716132477, 17.173620596528053, 92.19788365764543, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356553404E9, 0.0, 2025-02-20 13:28:55.655
9.0, 571.6399683272466, 343.5565596795641, 10.385702176950872, 109.26678705541417, 0.0, -0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356554365E9, 0.0, 2025-02-20 13:28:55.655
10.0, 641.2021075030789, 416.12931831972674, 10.004232381470501, -95.09630612330511, 0.0, -0.01600000075995922, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7400581356559663E9, 0.0, 2025-02-20 13:28:55.655
